id,id_genero,titulo,resumo,lancamento,idioma_original,poster
9815,[18],Goal! II: Living the Dream,"Tempted away from Newcastle United to join Real Madrid, rising star Santiago Munez finds this latest change of fortune the greatest challenge yet - personally as well as professionally. He is reunited with Gavin Harris, though they must compete to be on the team, and estranged from fiancee Roz, whose nursing career keeps her back home.",2007-02-09,en,/vFRuhcZwG3T4WiEG0hnbBdMEYRm.jpg
602609,"[10749, 18, 35]",Good Sam,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.,2019-05-16,en,/kRW319DZakOxr4QYjZlZDuAkvZO.jpg
49730,"[14, 53, 27]",Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man. Unwilling to lose each other, Valerie and Peter plan to run away together when Valerie's older sister is killed by a werewolf that prowls the dark forest surrounding their village. Panic grips the town as Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect...and bait",2011-03-11,en,/ixQYkLeLlTTnAoT32dukndyObB6.jpg
14451,"[27, 35]",Dead Snow,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,2009-01-09,no,/sfwVo5cZJtO8VyDWTILDt4f69IT.jpg
13460,"[28, 53, 878]",Doomsday,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",2008-03-14,en,/cKUmTyXgmhv8cMRCY9RYTKcAeTn.jpg
11479,"[12, 18, 10751, 35]","Little Indian, Big City","Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?",1994-12-14,fr,/nUFHWv42GRJcjLTQa5IYBEuVzmK.jpg
10922,"[18, 10749]",The Human Stain,"Coleman Silk is a worldly and admired professor who loses his job after unwittingly making a racial slur. To clear his name, Silk writes a book about the events with his friend and colleague Nathan Zuckerman, who in the process discovers a dark secret Silk has hidden his whole life. All the while, Silk engages in an affair with Faunia Farley, a younger woman whose tormented past threatens to unravel the layers of deception Silk has constructed.",2003-10-29,en,/peS0GGnbBR7vXDaDGPxHNit4q0T.jpg
462148,"[35, 10749]",Love Addict,Gabriel can't resist a beautiful woman. But his womanizing attitude is taking a toll on his career and social life. He decides to hire a life coach to help him.,2018-04-18,fr,/mPH90rwEdjxQhujwRxre6Xnt6Ng.jpg
446131,"[18, 35]",Madame,"Anne and Bob, a well-to-do American couple, have just moved to a beautiful manor house in romantic Paris. To impress their sophisticated friends, they decide to host a lavish dinner party, but must disguise their maid as a noblewoman to even out the number of guests. When the maid runs off with a wealthy guest, Anne must chase her around Paris to thwart the joyous and unexpected love affair.",2017-08-17,en,/o4FuZqB6cQVMpulY5BcqyoCCm7d.jpg
175116,[35],Out of the Blue,"Andrea is a handsome and cocky 38-year old man with a successful business career. Shallow, womanizing and a confirmed bachelor, his life seems to be just perfect... until the day he comes home and finds there Layla, a teenage girl who claims to be his daughter. Alongside Layla is her grandfather Enzo, a former rockstar and the father of Andrea's first fleeting and forgotten conquest. And they've come to stay!",2013-03-14,it,/i3ZB3GVSJQQYpVgJBDFpDrsaC3Q.jpg
136835,"[80, 53]",No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",2014-09-10,en,/wcDLqCS70LsPcovieuQrb311Qr1.jpg
45649,"[35, 18, 14, 27, 9648]",Rubber,"A group of people gather in the California desert to watch a ""film"" set in the late 1990s featuring a sentient, homicidal car tire named Robert. The assembled crowd of onlookers watch as Robert becomes obsessed with a beautiful and mysterious woman and goes on a rampage through a desert town.",2010-11-09,en,/wRq1hopdaZCltQa6IdZT8OtO3Vm.jpg
15516,"[27, 53]",The Last House on the Left,Two girls go on a careless hunt to buy marijuana - and end up captives of four maniacal prison escapees. The girls are then subjected to obscene torture.,1972-08-30,en,/qyTqXz1C7kPgWmxcD5otQ7xlrJP.jpg
4923,"[14, 28, 53, 878]",Zardoz,"In the far future, a savage trained only to kill finds a way into the community of bored immortals that alone preserves humanity's achievements.",1974-02-06,en,/6qvQhJhvM7wWPB2LjVpivSNraIv.jpg
579,"[27, 53]",Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,1978-06-16,en,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg
231001,[27],All Hallows' Eve,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown.",2013-10-29,en,/bSe8CBqK8HkbP6sqZWzcJfQV9Ci.jpg
44363,[53],Frozen,"When three skiers find themselves stranded on a chair lift at a New England ski resort that has closed for the next week, they are forced to make life or death choices that prove to be more perilous than staying put and freezing to death.",2010-02-05,en,/kEiMX42a35S4blAw4KrQe3U5zNc.jpg
39227,"[28, 12, 35, 18, 10751, 10749]",When in Rome,"Teenage sisters Charli and Lola are on the verge of an experience beyond their wildest dreams! Pack your bags and jet off to Rome as the girls start their summer internship working for the legendary Derek Hanson - the totally cool international tycoon whose empire reaches from airlines to cutting-edge fashion. Amid the fabulous sights of this exciting city, the girls do their best to impress their boss, while still finding time to design their own line of very hip clothing, meet some very cute guys and turn their summer abroad into one awesome adventure they - and you - will never forget!",2002-11-26,en,/jjnk4BLLtvMI1eDzqTTqd6BGeFK.jpg
52338,"[18, 10749]",Waiting for Forever,"A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress.",2010-02-10,en,/2NQpYb0AnMD0PY9UY90u9ifAFsL.jpg
501395,"[80, 18, 37, 53]",True History of the Kelly Gang,"Set against the badlands of Australia where the English rule with a bloody fist and the Irish endure, Ned Kelly discovers he comes from a line of Irish rebels — an uncompromising army of cross dressing bandits immortalised for terrorising their oppressors back in Ireland. Fuelled by the unfair arrest of his mother, Kelly recruits a wild bunch of warriors to plot one of the most audacious attacks of anarchy and rebellion the country has ever seen.",2019-11-23,en,/eVyESHnWiTY1el8DEWbYMVW3K5k.jpg
278924,"[28, 80, 53]",Mechanic: Resurrection,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",2016-08-25,en,/h651SE7s5z9hbKDiwn38Iubkz5w.jpg
41215,"[18, 36, 27]",Black Death,"As the plague decimates medieval Europe, rumours circulate of a village immune from the plague. There is talk of a necromancer who leads the village and is able to raise the dead. A fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. Their journey is filled with danger, but it's upon entering the village that their true horror begins.",2010-06-07,en,/gXRERDpyT9s3m2yk6wNmrTWbZfG.jpg
24795,"[35, 10751, 14]",Angels in the Outfield,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",1994-07-15,en,/bVhGSVLgDo28i9rUBtlpL83iaYH.jpg
13159,"[35, 18, 10749]",Georgia Rule,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",2007-05-10,en,/68kFdluafITRWdPQBHySrn7wPNu.jpg
12658,"[35, 10749]",Someone Like You...,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",2001-03-30,en,/j6lr8jE8hDgx75GeRRL1greDmkz.jpg
36669,"[12, 28, 53]",Die Another Day,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",2002-11-17,en,/bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg
32823,"[12, 35, 10402]",Get Him to the Greek,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",2010-06-03,en,/6g0li87w8LIK77QRUtOkQkM6bD7.jpg
9406,"[27, 35]",An American Werewolf in Paris,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,1997-05-29,en,/1NUOprbP7LLfKPArLJY7wziUiHT.jpg
12556,"[14, 35, 10749]",Ghosts of Girlfriends Past,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",2009-05-01,en,/yNn5NjNQF8m7w05Jqk2kEW2XOfU.jpg
14979,"[28, 53, 80]",Thick as Thieves,A master thief recruits a notorious thief to help him steal two famous Faberge eggs from an impenetrable vault in an effort to pull off one final job and repay his debt to the Russian mob.,2009-01-09,en,/sgRY2ie8koJxfOScMuvzHQ9TuZX.jpg
9745,"[35, 10751, 18, 14]",Jack Frost,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",1998-12-10,en,/tdSyQJe7vEDcH9kEVqzVcr0O9lS.jpg
8698,"[14, 28, 53, 878]",The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",2003-07-11,en,/kdAuVFP63XXxnb983ry2pLCKd9S.jpg
8452,"[878, 28, 9648]",The 6th Day,"A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson (Arnold Schwarzenegger) comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him.",2000-11-17,en,/oKtQLgBXiC0UOT8d33yJMYYm34Z.jpg
